tweet,real_news
"always in football, whoever loses says the referee and the referee.. and if he wins, he defends the referee. haha, emotions, but it is impossible for a person to rule his mind in this situation.. # real_madrid_juventus",0
"no, no, heck, liverpool provided it, haha
3 zero for liverpool... salah scored a goal and made a goal",0
all defense went to the goalkeeper,0
"i swear to god, al-hakam is a movie, haha, who loves drama",0
" _ victory
traore is a youth striker who is sure that he is a soccer player! you couldn't get it haha",0
" _ al-fath
the coach should
going crazy haha",0
"we have a problem with the shower link that brings bein channels in the country
the important thing is that my father brought two of his friends to the house and called for me to pick him up from outside so that i could turn on the wi-fi for them, and now the three of them are watching live on the al-ahly match on the mobile of one of them
in the end, the internet package expires after 10 days, and it does not stop vaccinating me",0
"
with al-ahly, you will not be able to close your eyes",0
"we focus on the league cup
",0
he forgot to think about the saudi referee,0
"referee and match stars .. pure
 _ atletico",0
"i don't think that i have any goal, passion or love for life, i literally live like this, my death and my life are one, i don't really need stones haha",0
"you see walid, what is al-hilal, but he fought victory and became. taqih haha  league_with_walid_muttalib",0
"we are team kings i mean, team al-ahly warriors ahlawy and would you like to support al-ahly, say don and i will kidnap you for strength
tim ahlawy on social media",0
"the method of discussion that i despise the most is the one who tries to communicate a polluted idea, but before that he tries to correct his words
as someone comes to you and tells you, by god, pip is a great coach and a legend, but he failed, so the champions are with city. ha, ha, i mean, i understand it and what does the league spend billions on?
cowards",0
" _ al-ain
beat al-ahly like us, oh god, it's good. let's reduce the pressure and whip each other in the league, haha",0
"
drumming the caps to the player while he did not come to them is funny and shows you the shallowness of their minds
!!??
it remains not to say better than ronaldo haha
calm down from this, my hat. you see, the player may come to you and not be successful and become a burden on you, as happened with ahmed musa at al-nasr club.",0
"i see joy in people's eyes and words, as the cannon is more serious, and the oppressor will serve the punishment as he is, like the oppressors.",0
"an urgent investigation into the al-ahly file.
urgently believe this is five months old and the results of the investigations have not appeared..!
the silence all this time is disturbing.
why all this silence towards those who tampered with an entity like al-ahly?
are you encouraged to do this nonsense..
who was behind all this nonsense?
will he be held accountable for it?
?",0
qudsawi comment on the statement and say that the verdict will cover you in balloons,0
"between al-ittihad and al-nasr, a point at the top of the saudi roshan league
between -hazm and -ahly, a point at the top of the 
same thought despite the support",0
"the first time i like to hear a korean singer, wow, frankly, john, i don't know your name, haha, i broke up with shakira",0
"he left.... after he had the greatest hand in the ruin of malta........ he left
after making sure that the castle of malta was ruined... he improvised... and then left
instead of ending his football career with a cup
seal it with the loss of a whole club, haha
 _ abha

 abdul ghany",0
"kaizer chiefs coach in the press conference: how will al-ahly win when i am expelled from a loaf of bread, haha. sorry
 _ forgive _ my _ mother",0
"the league is long
 _ kuwait",0
" _ mouloudia _ algeria
salamat, thank god, you are a striker for al-nasr club, not for mc haha",0
"it started with spirit and blood, africa will not go away, and it ended with 9 dirty players, oh children of the 9 dirty
hahahahahahahaha this zamalek fans are great",0
"-nasr _ al-ahly
then i made sure what the masses said, who was referring to the head of victory, haha",0
"abdel koura, the argentinean, gets excellent in the mid-term and fails in the final, haha",0
it is clear to me that there is no league between you and me. it is difficult for al-hilal to achieve the league 4 times behind each other,0
"haha, fattah fowl on vegasa, not the other way around",0
"the football association chose ihab jalal with love, haha",0
"congratulations on a million dollars, champions of the league",0
al-ahly is afraid to get the fifth so that no one cares about him.,0
"your racism, stop it in lebanon and the workers of mac, and we worship them.
you know what is going on in our lives, and how we have no goal, and we have continued like this or that, so that it remains the best band, haha. understand it.",0
"al-ahly channel will broadcast a historic match between al-ahly women and spotting in basketball, so that al-ahly fans follow their channel, and the percentage of watching the zamalek channel is less than the work of women, man. haha. ",0
"haha, you are a fan of imagination, hahaha, ashamed, give the league to al-hilal and save people from shame",0
"-azraqni
you can imagine, dear athlete
the year al-hilal played 4 matches with al-ahly, all of which were won by al-hilal
the funny thing is that al-hilal played with al-ahly in al-jawhara without carrillo, khirbin, degenk, and coach zoran, and al-hilal won haha
the issue is not strength in the field, but rather the character of al-hilal",0
i feel the players of riyadh are charged despite their progress with a goal means winning or drawing in front of al-ahly is considered a victory,0
"-
hello, all welcome: longing
league leader and i salute you
,
i am a permanent unionist and central above
i am destined from the top to turn and come to you
,",0
"suarez is a canceled goal and cavani as well
goals disqualified match",0
"-ahly _ al-wasl
hahaha, give al-hilal or al-wasl al-kass, and make us feel that al-ahly is the only one left to join them, haha",0
"do  do it by making a farewell corridor or an honor corridor haha to , but take all sponsorship contracts from them, they are not enough # al-ahly",0
a penalty kick for khaled al-ghannam,0
" _ crescent
watch out for exaggerating joy before the referee blows the final whistle, as not all teams are al duhail and qatari..",0
"they interrupt the audience's voice in the match # al-ahly_al-ismaili, of course, because they are calling for walid suleiman, but al-kawalini calls him groans and cheers",0
"-ahly_yikum those who were making fun of al-ahly's hashtag are ruling and saying, ""where is the ruling?"" what are you doing?
is it al-ahly who judged all the cup matches? oh, do you like how you look now",0
"hahahahahahaha
the reporter asks sayed abd al-hafiz about the goal of the canceled border guards.
syed said it was a goal haha
is this what you say, incline and run?",0
ederson shatelhm football in madrid haha,0
"-ahly _ audience _ bans _ ssc _ channel
al-ahly fans are conscious and classy, and do not involve such nonsense and nonsense. it is enough that he expelled intruders and mercenaries and snatched his team by force, and no one has merit or security except god",0
"god willing, pyramids will equalize and we will celebrate before we play
 _ league _ zamalek
 _ league _ in _ dead _ obstacle",0
"haha, he takes your land, your honor, your wealth..god said so to muhammad the messenger, this is islam?..on the condition that after you take it, you forbid it to others. cut off the head of the spoiler. and the kings if they enter? salvation outside the rule and islam.. cut off the hand of the thief? charter. and we pay them to defend us",0
"su yousra scores the equalizing goal against serbia.
i wish victory for my swiss friend saddam abu asim haha",0
"if you fail to score your goal in life, go and score it in zamalek haha good morning",0
"a beautiful sporting night for me with the precious victory of al-ittihad, who i am sure that after this victory al-ittihad will be champions of the league. praise be to god. praise be to god.
a former al-hilal player tweeted that the goal of -hilal on al-raed is the dowry dowry hahahahaha, where do i go from this person
 _ youth",0
" hahahahahahahahahahahahaha i know that they are a failed team and a fragile team that will not be able to finish in the league, and from the second round of england al-hilal stopped or did not stop it by force of your anger taking the league this is the asian champion",0
the football slave wasted it with the wrong person o and and his hijab,0
"fantasy news
urgent dismissal of , our al-ahlawy son
to play manly
the players of # enppi * were exiled to the bahraini league.
how does anyone think of putting a round in the kumba*s!?",0
"nago was clearly expelled, but the referee walked tonight
",0
"all colorful
me and you are sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
hala pyramids league for adults",0
"i swear to god, i just knew two years ago that the goalkeeper changes his place in the second half. of course, how did you know because i attended and the day the second half came, i denounced the goalkeeper and said, ""haha, it seems that he was lost, i turned out to be the waste",0
al-ahly players want to lose in order to fall on the way to zamalek,0
the form of the ruling forgot m degrading attack haha,0
"haha, a federal goal, okay, mamada rejoice",0
"bye bye zamalek, stay focused sweet with the victory of sundowns ranked al-ahly",0
"al-hassan is so that he will not be absent against al-ahly, haha",0
"so far, according to the contracts
our players next season:
9: thank god it exists
9.5: rome is present
6: haha tariq is present
central defender: hegazy
guard: grohe
in your opinion, dear al-ittihadist, if the ministry brings you two public stars, who might come?
what is the box that you made for the foreigner in the squad?",0
"a penalty kick for al-hilal in the 90th minute, al-ahly aspired from the championship
but we are the only 90 kings in this continent",0
"the verdict is zero and there is no rest
 _ argentina",0
" _ of _ the _ curse
announcer, we hate the owner of the ""balcony""
she began her practical life with religious programs
glory to god it was
a spigot of tears along the throat
the important thing is that the story does not bring its concern
i took off the veil and worked on the talk show
now the al-ahly administration is holding it because of kohler
an abnormal amount of ignorance
i don't understand what you are saying
just orders to be executed",0
"praise be to god, i didn't know how to waste the ball
as for everyone, they used to say this is the first goal for mazembe, haha",0
"oh god, zamalek goes up and meets sundowns",0
"was the referee sitting with captain sharif ekrami, or what, haha",0
what do you think of depriving the league of the union for the second time ?,0
" _ al-ahly
oh god, zamalek, poor people, how much they are not happy, and i want al-ahly to win, so that he won over al-hilal, he will be happy too",0
all zamalek players were up with fatouh and abdullah jumaa yesterday,0
"haha, al-hilal is not ashamed, it is squeezing its muscles
-hilal _ al-ahly",0
"they say that zamalek fans don't see that they look like this, haha",0
"-ahly says that we will respond in the runway, and this is normal and normal for al-ahly fans to threaten him haha",0
" _ zakaria _ initiative
 _ to _ sports _ fanaticism
if this initiative is implemented.. how will zamalek media live???
the list goes on, but the most prominent of those who live on fanaticism and stir up sedition and hatred: khaled al-ghandour, karim abu hussein, muhammad ragab, ihab al-fouli, al-dardir, subhi abdel-salam al-sharqawi, and the mercenary moataz al-shami!",0
" _ al-ahly _ union
he suggested to the saudi federation to prevent the federation from traveling to egypt and to hand over the championship to al-ahly of egypt.
why travel and get tired when we are competing for landing!!
two points out of 27 points? and you want to beat al-ahly of egypt haha",0
gooooooooooooooooooool best striker in the league haha,0
"the ball is not safe. imagine the don duck in victory and above that, and he is crying and shouting because he knew that he was involved with this small club
 _ abha",0
"no matter how hard the world is for you, remember that al-ahly fans are now cheering for sundowns against al-hilal of sudan
sundowns is the team that i still broke with five a week ago",0
"do you know that majid jallad, the historical crescent, has 21 goals? by god, al-sahlawi is close to this number.",0
the referee is going to see carvajal's face to make sure,0
zamalek will not dare dismiss ferrera due to the existence of a penalty clause and 3 months of late salary,0
"their shaybans brought marxism from the north and shayban espoused it, and their shaybans shared with us in governance in aden in the name of the yemeni socialist party. tell them, when you hire pens against us, do not blurt out the facts, but al-aqili, hatila and al-arishi let them live.",0
hamed is watching people haha  club,0
"sports media led by saif zaher and ibrahim fayek
they are trying to calm the atmosphere and put prescriptions for al-ahly's exit from the crisis
an iraqi with zif zahir was talking about the savio deal and that there were troubles in it and he said let's talk better.
the sports media in egypt will remain the dirtiest media system my eyes have ever seen",0
"egyptian attorney general
lawyer of the egyptian people
zamalek club is a currency dealer
mortada, president of zamalek, drugs were sold in the club
indeed, the elite club, haha",0
"the referee doesn't stop playing, lynn madrid scores",0
"haha, a goal, yar mina",0
"haha, they flew the coach and the work began on the administration..
some audience is an enemy",0
"al-ahly is a great worker, by god",0
"we are saying, ""come on, ronaldo, score a goal, that's enough."" ahlam al-asr. haha",0
"we want all al-ahly matches during the day, so the boy will be awake
he almost sleeps early, so he won't wake up at night",0
"-# king salman_cup for clubs
the major arab league champions were chosen:
al-hilal, wydad, zamalek, taraji, shabab belouizdad, al-sadd, al-shorta
the champion and runner-up of the last edition were chosen:
-please, union
""the saudi al-nasr club was nominated by a special invitation from the arab federation!!",0
"good evening
circumstances will make you play defense while you are an attacking player, just because the coach knows your abilities
",0
"hadshi does not rejoice in the case of nasao football, this group
they walked for weeks for their national teams, they forgot everything, haha",0
"haha, the referee gave him a yellow card, hahaha, and you gave me the yellow program
histor tomorrow",0
"propaganda i see from a well-known person who speaks but he is afraid, and the clinic is from the group that you are informing
he says a whole team is supervising your lens treatment. haha, maybe diaz is with them
how is a team, i mean, there is defense, axes, and attack, all of them are good for your mouth
ibn al-halal is one, nor is the nurse an alginate edition, and he sent it in two days, ready-made lenses, and the stickers, god willing",0
"the referee's move in the plenty is correct, meh, meh, graceful, and if your referees did it during the days of their arbitration, they would have pulled a muscle.",0
"manchester city stumbled at home against everton, making it an opportunity for arsenal to widen the difference
.
the nickname flirts with arsenal
.
arsenal premier league calling him after 19 years
after 20 season",0
"haha, finally griezmann scored a goal with france, not blinty # france_germany",0
"pietro atletico and the first goal, the fastest goal in the tournament, zamalek, is an official piggy bank.",0
"waleed al-khal masawi saves crocodiles and eats them
abu qarar on the night of eid
 _ al-ahly _ like _ al-ittihad",0
the referees play a kilo of okra before the al-ahly match begins!,0
"last season, zamalek scored the most on the crossbar and the post 10 times!
this season is the most shot in the crossbar also 6 times, including 3 matches mahalla!
and in the first match in the champions league, 3 balls on the crossbar!
al-ahly is still in the half, floundering in a defender that changes its path, it comes to the crossbar, it responds to the goalkeeper, and it enters us again, jool haha",0
"zamalek achieves the 101st victory in the african champions league
a beautiful zamalek day, hand and foot",0
"in a student who went to school, the guard did not find a record of saying haha",0
"incomplete, they issue a law that harasses mortada mansour, who is punished for overthrowing the regime!!
and it will be realistic and god is the real ruler..
haha, this turned out to be the light of our eyes",0
who is this who wants to throw football behind at this time,0
"good evening, the internet has been disconnected since thursday
and every time i communicate with you, you say that work is underway to solve the holidays
this is zamalek, take the league, and you are still solving the internet problem
",0
"do you remember what was ismaili's situation in the league when al-ahly was emptying him of his stars ?
-ahly _ egyptian",0
"al-fayhaa missed a goal, one on average, haha",0
"a warning to the players of zamalek, so that you do not think that mortada will be released from prison on the 26th.. your soul will come out",0
"congratulations to the union, haha, for breaking the eye of poverty. i am happy, happy, and happy more than the haladis for several reasons, the most important of which is the mockery of poverty in their president, their media, and their fans of the youth and their great oppression, as if they took the league.  _ victory",0
the egyptian al-ahly and al-hilal final,0
"no one worries, zamalek is in the warm area and far from falling, right, sharkawy",0
"chiellini's goal yesterday covered him with comfort, origi's goal today, haha",0
"did liverpool take the super bowl from man city?
everyone said man city salvation keda signed
and liverpool returned with power and rule
and this talk
the genius turned out to say we are at the beginning and no one knows what the ending is. the happy ending cancels out the sad beginning.
and with the verb, go and see the league ranking and the champions ranking
as my grandfather said, i am here for my history",0
"the egyptian brothers congratulate abu jabal on the gift that came to him on a platter of gold without trouble, work, or injuries!!
lucky who deals with an administration that has money and wastes it uselessly!
as long as the player is egyptian, it is certain that the same applies to our friends:
whoever has a penny is confused, buy a pigeon and fly",0
"from the judgment that i took from the people of garbage, haha
the older she grows, the younger she gets smaller, and the half of the illiteracy is fifty",0
i played the game scored a goal haha,0
the football mosque was separated by quillar -hilal_al-fath,0
save my words from an unknown person. al-nasr wins against al-ittihad and the nasrawi league (the king's cup has two teams that are top in the saudi league and one remains,0
"please who misses belouizdad?
omal zamalek, what does he do",0
"-ahly _ is _ small _ in front of _ al-hilal
hey little man who lives on the leftovers of the old, how many saudi and professional al-ahly players did you take from al-ahly:
abdullah sulaiman
sergio
kato
haha..and this is how you kiss the land and you did not leave a big or a small one to take the sum
but you dream",0
"the object, whose name is schubert, brings lamis el-hadidi on the air directly, and she is on the cbc channel on the air directly in her program, so that they can talk about the new al-ahly coach, did you see that we have reached any egyptian channels that pay their money out of our pocket, serving on al-ahly haha",0
"-hilal_al-duhail -hilal_al-duhail
.
musa marega is injured
peace be upon you
this is what is transmitted about the eye and envy
what is siiiiiiiii group
every player died, they said an eye and envy
what is envy for, my heartbreak?
fear for us, who broke asia, haha, you are the fifth limit in the league",0
"guys, we zamalek win, we rejoice, we lose, we rejoice in a million dollars",0
"muhammad abbas is a referee for the mouse of the al-ahly match, and al-ittihad is still a disaster factor in the pharco and the interior match, and john canceled it, according to mark ben glatenberg and kadhoun's confession",0
who is the last al-ahly player to score a hat-trick in africa?!! this could be a normal abu trika,0
"# mortada_mansour insulted hassan shehata and his son, and participated in their show, the zamalek object, where are the hours? mortada insulted hazem and insulted hamada in front of the zamalek object, where are the hours?",0
"kahraba, after the hat-trick, will take the ball with him and return to egypt...they will stop it from him at customs",0
"the referee is a natural local, the victory is guaranteed, nasrawi ",0
reserving football yesterday was very beautiful it was in childhood memories and the most beautiful thing is that it ended in a draw and no one turned out to be a loser,0
referee confused saying neither fowl nor plenty haha.,0
"the league is in mit oqba
officially.. bilal allam commenting on the match between zamalek and al-ittihad of alexandria",0
"one word, mortada mansour, will not return to the presidency of zamalek until five years have passed since the legal deadline for rehabilitation has expired.
forget about the zamalek hagaseen, does anyone believe mido, guys? he was expelled two days ago in ismailia.
those who listen to the regulations in zamalek are insane, like the case of al-furn al-hakiki club",0
"the frog started shouting and crying
al-ittihad is the most suspended club, and no one saved it
 _ al-ahly _ like _ al-ittihad",0
"the worst players in la liga i see are the williams brothers
the problem is with the club itself, which only hires basque players. they are forced on these two who have nothing but speed.
----
congratulations on the hard win
alonso enters him with matches on your land and a lesser opponent
the decision of the referee, salim muniayein, means that he is oppressed, and his companion says it is in your hand",0
"from last week, i know that the coach has done homework, haha",0
i wonder what abuntah will do for the football club,0
"the judge, if you cover them up and put 5 minutes in, i'd rather just say",0
"honestly, i act very nice in football, young man, mostafa",0
"urgent ..
the polish international referee, altairs, was appointed in the -ettifaq match, with salutations to the saudi federation for assigning elite referees
 

#",0
"zamalek win the league and cup!
al-ahly won zamalek!
al-ahly remains the league, cup and super champion",0
the ball hit the width and the man of the tour entered haha,0
"fieldleague1
private :
a player in the spanish league close to joining our league during the current period",0
"fahad tashout, the second becky, was taken out by the coach, and the referee took out lenglet in the red. oh, lord, they will leave this team forever.",0
"and honestly, the thing that upsets me the most is that the sweeties yell at each other and defend his face, and in the end, they say that about her
if you support someone, do not forget that your goal is to support suzy, not so that an actor can do this to each other
originally, you are all two lovers, and there is no benefit from you, neither with a vote nor with support, and on top of that, they are fighting to defend an actor, haha",0
"haha giants, share this tag  ",0
"if we had any chance today to climb, it would be because of the name zamalek, nothing more
none of us is waiting for anything from this existing group, but it is normal that we will stay behind them because of zamalek
oh us, oh them",0
"haha, real madrid's defense, by god, courtois is oppressed",0
"congratulations to the leader of asia
i swear to god, you have mercy on us with the face of your brain
the final of the great world cup, the champion of the champions of the universe
good night
we welcome kohler again, welcome to the century club -hilal
 _ above _ everyone",0
"al-ahly deals, the return of al-hilal",0
"dear, who is afraid to mention the truth about the behavior of some in the matter of encouraging al-ahly and the contradictions of principles that harmed him until he fell
i know that friendships and popularization on twitter take precedence over telling the truth and frankness about the -ahly matter to some
therefore, live with silence and leave us clarity, because my family is the most important, and then people",0
"el hajooj ferrera does not have to offer an epic match every match
and a lot of times he wants to get out with 3 lines with the least effort
but of course it is in oyoun studio on
the smartest art director in history
while the hours used to happen like this here
and the art director was literally on stage
thank you for the good cooperation of the seasoned al-ahly fans with you",0
"i hope, knights of zamalek, that we do not follow ibrahim abu toka and make him important, because this is what he wants.






",0
"three reasons why i don't care about aswan club
first, our family, our loved ones, and generous people
the second, put zamalek in the league
the third ....
they put it out",0
"do not sell glasses, the possibility of falling again  _ al-ahly _ like _ al-ittihad",0
" -ittihad -ahly -shabab -hilal -ittihad al-fayhaa
sapole
what does it mean in the arabic language if it is an arabic language?",0
"b good luck to the mossy faction drowned in the swamp haha
 _ faisaly",0
"it is noteworthy that atletico are leading the spanish league, haha",0
"a stupid, stupid, and mercenary thieves union. the best thing about their speech is that the player did this to become famous at the expense of the football federation. your big ones are juhayna milk ads. and juhayna has the sure news. haha, great, bu makkah. be proud, you are an honorable egyptian",0
"congratulations to the moroccans for reaching the semi-finals, our loss is a victory, praise be to god, we are proud of the arabs, the african continent and muslims, and we engraved our name in the history of football arab champions",0
"the interistas are upset, why didn't the referee come back himself to watch the clip? the world is spinning",0
"o referee, the last one is a normal goalkeeper, what is this league",0
"god willing, i don't know what the football situation has reached him",0
"al-ittihad wants the league, and this level depends on the rebounds against al-fayhaa",0
happy new year to all your father . small big middle attack haha. it is necessary to send us a group of us alone on whatsapp or snap. raise your hand.  _ year _ and _ the _ side _ is _ fine,0
"hahahaha
action picks you up
al-ahly fans let the team down
look who is talking",0
"dear al-nasrawi, little riyadh al-asifer, i am afraid that you will become like your regulars. every year, you will register for a game and a fall, and in the end, the asian leader and the master of saudi football will flog you and take the championship and you will become, as usual, the beginning of the league, ups and downs, and at the end shouting and saying arbitration haha",0
riyadh jandal al-ahly in the first division,0
"i am sorry, the guard, you are a competent man and the friend of your friend, by god
sundowns goalkeeper, no one else can help us",0
"ati goal for the barca vaaaabor haha
",0
"it is very nice that they were crying over the referee yesterday .. today they were silent because france stepped up and defeated them, messi, for the sake of the eyes of the don
.. an arbitral directive is like alfa;",0
"praise be to god, zamalek appeared before al-ahly came out, so we can catch up on partying for a while",0
"yahoo is defeated by three, and the rest of them attend a defense ball, and a delay makes you feel that they are the winners. haha # al-ahly_cooperation_i for my league",0
all the best to zamalek club in the league and the competition for fourth place,0
"what is this zamalek losing!!
= enzli builds with a tune: ""al-ahlawya are preoccupied with us more than their team, because we are burning them haha.""",0
"the joy of the goal in the libyan league, by god, even in the european cup, i saw it as a failed league and without an audience. what is the reason for the joy haha?",0
" congratulations to the global nation for the victory of the foreign referee and the victory over the tripartite alliance .. i am proud, dear global, that 15 teams were cheering against you today for the sake of stumbling and then saying with the don what he won",0
haha sneak in,0
" _ abha
dear nasrawi
we hope to focus on the third place that qualifies for the cooperation council championship, hahaha
the league is hard, hard",0
al-ahly iii and al-hilal are equal,0
"i have been cheering for football for more than 10 years, and i always see al-ahly being oppressed.
what are the hopes of the state club and this caf spoiler? i have seen al-ahly lose many championships, the last of which is africa 2022, due to injustice!",0
"in the caucasian league, laziness is no longer confined to the media of the agency.",0
how you feel before the match does not start knowing that al-ahly will win,0
"the cairo match will not be between zamalek and nahdet berkane, but rather between moroccan magic, senegalese magic, and shabrakhit. haha, the struggle of fortune tellers",0
" _ ali _ al-douri _ nawi, night, disturb us, al-ittihadiya, a poverty club like al-nasr, haha",0
the most important thing is the summa that puts it to the decisive hahahahahahahahahahahahahahaha,0
" _ of _ discipline _ and _ ethics
i say accept al-ahly. or sell it for cases",0
"god, zamalek, the youth of zamalek, let al-shennawy crawl, haha, god, and we will be incomplete, god is young, zamalek# the derby_zamalkawi",0
"hahahahaha  i got a notification from you saying give them an extra half and i was recording a snap for someone who was defeated. i didn't speak to write and add 12 minutes to the referee god understand, sheikh, i got a notice saying they scored three haha i don't even follow their matches and i don't care i care  only but lord forgive me",0
"attack, hahahaha, that's it. we've had enough of what we found, and thank you for that. there is no room for more reception than that... love yourself, pamper it, doubt it, and doubt it, haha... love is only for the one who buys you for the price and your satisfaction only..",0
"you still haven't achieved the league, and that's why they increased 3 batches alone, to become 20. haha, rabbits, not championships, hahahahahahaha",0
"in -ahly
the (ousted) administration, most of its work was an ""abnormality""
he was met with resentment from the neutrals in the sport, with an equal reaction to the al-ahly fans.
-ahly returned to his family and things were straightened out
definition of ""abnormality"":
away and deviate from the normal thing",0
the rest of the goal is able to be able to haha,0
barcelona don't see anyone in the league,0
"the evil of the scourge, the media and some laugh
unconscious fans rate the coach
the brazilian manu haha. tuna what we said
in the name of god, do i receive training? weird
some fans of victory and the media
after triesh abdul razzaq and claim
aliens stay 20 years ahead now
they criticize the coach with his help
the crescents",0
"you have a political disagreement
against the verdict
don't destroy your country
for party greed
stir up strife
hahahaha
follow it",0
"we are al-ahly, we are not you, we are coming to laugh at you",0
"haha, the referee in the brazil-tunisia match stops the match after titi, the coach, objected to the laser, so what about the players?",0
"don't come to zero the italian league on this, by god, and it's over we don't want to tire the kids of the south",0
 haha,0
"people, it seems that i was quick to judge the bra section or what",0
"al-sabyani, we find you a player, haha # al-ahly_al-faisaly",0
"o union, give us only one goal, haha",0
"al-ahly is close to including mohamed ibrahim
zamalek fans: this is a tired and staked player who wore it haha
al-ahly officially informed the misr clearinghouse and mohamed ibrahim of their retraction from completing the deal
zamalek fans: this is the player who rejected you
foolishness at its best",0
"postponement of the tour put pressure on the union. haha, hilal is relieved",0
"-after forming a trap at $25,250 and it was broken today
- that's how the queen was playing in the egyptian league last month.
- currently, he is playing in the english premier league, and we are going back to the good old days again, which means that currencies will rise from 20-30% in a day
just wait for the next two days
 ",0
" needs no introduction, an international player, a football icon whose golden heel left his mark on the world football record, but we also do not forget that the player manipulated real estate and money (al-sablat, a fake company for advertising...) also left his mark on justice.
he said the whistle is good.. .",0
we are presenting an epic against a team assisted by the referee,0
"during the era of mortada mansour, from 2014 until now, he won the league only twice, and the two with ferrera, here with ferrera
this is unlike the league that was with carteron, but this was during the era of the temporary committees",0
"there are people who follow the saudi league and it affects their feelings positively or negatively, haha, thank god only",0
"no one told me that zamalek alerted him to pain, haha",0
"the realists don't want atletico to cut it, don't focus on the league, but it's not",0
"for inter players, they demand a touch of hand, and the referee considers it offside
hahahaha",0
the referee can't find water to drink,0
jawi mal asid is now a movie starring samir ghanem and saeed saleh.,0
may god love al-ahly fans and heal their hearts,0
"ha-ha-ha-ha-ha-ha, the stupidest clasico and the most ignominious sporting clasico in the world, and on top of that, a team that leads the league unfairly with a team struggling for relegation, and its hero was the referee and the mouse haha # al-ittihad_al-hilal",0
"the moroccan coach had an easy opportunity in the 20th minute and wasted it recklessly, as well as an opportunity in the second half, but this trained striker has his shabiha who see the best player in the federation and the best striker in the league .",0
" _ pioneer
no, no, my money is so much.
faisal darcy, the heart of defense, instead of the pointer, haha",0
"salamouli at the expense of al-ahly
the fake one... he said outside our accounts. he said... haha, and i don't have a breath",0
the best thing about libyan football is not that they burn each other + we encourage al-ahly by name,0
better in the foul goalkeeper,0
" _ union
plenty is not counted for the federation, and the mouse did not ask for the ruling. do you know the reason, not al-sabi'i's choice of the mouse's assistant",0
"the egyptian-saudi super cup in qatar is stronger than the egyptian league, because the egyptian league is stronger than the african championship, and the confederation is stronger than the club world cup, and this is one thinking with two red lines.",0
"sweet good governance de haha
musaylamah the liar",0
"by god, when you see conan's predecessor and his downfall, you know that our ball was hit against the wall and one person was holding it",0
".
the goalkeeper scores the winning goal
international crescent oh god, do not gloat haha",0
" _ crescent
haha, and the ruling, and the commentator
this is a heroic illusion, and this is what it looks like",0
"hahahaha, put it on the verdict, haha -hilal_al-hazm",0
" _ crescent
we congratulate the management of al-ahly club for destroying the club since the beginning of the league, and instead of contracting with a defender instead of hawsawi, he brought us al-awais, and after the demand, he brought us an african who does not understand haha. and the last thing he dismissed his coach and brought us a donkey.",0
"red people.. haha
southern proverb says:
two rows, they said we are two
god gives you back your mind.
-ahly _ al-fayhaa",0
"-ittihad_al-khaleej a beautiful first half proved that al-ittihad has a fiery attacking triangle that needs a little harmony (roma, hamdallah, costa). instead of some publishers blowing him when he was young, he was even blowing. haha. the latter is a failed player, but you are fine. a second goal kills the match",0
"-ahly _ union
with all due respect
with what reason and logic, the union wins
do you see how their team is!! hahahaha",0
liverpool defense farce haha hatooooohm,0
"don't tell me to change the coach. haha. honestly, it's funny. if the administration doesn't give the players their salaries except before the decisive matches and philosophizes about contracts, and then gets tired, you don't want to pay. surely the players don't train because they don't receive their salaries. what is the coach tin cat's fault in this situation?? it's normal to punish them and not play them..!!",0
"de licht was molded by a plane in the italian league, and the calamity was not once considered wrong against him, haha
",0
"do not miss the laughter of the season. a small club wants to participate in the world clubs cup as an alternative to al-hilal club. when you ask them, what is the status of this club? is it the runner-up of a cup, the runner-up of the league champion, or the runner-up of the custodian of the two holy mosques cup? the clubs of the world know that he is mahaiti",0
"i know the bardo shawl team from al-ahly, five in the league",0
the coach's plan is exposed haha,0
"al-ahly won the african championship once
and he will participate in it twice in the club world cup
it is good that our lord exposed them and let them remove 5 because of their corruption",0
"give the player  his due!!
-hilal _ wydad",0
"# al-ahly_al-ittihad, despite my sadness over the tie and away from the league, but i laughed at the servants' words. haha. they say we tied despite the absence of fahd al-mawlid. haha, during the presence of fahd al-mawlid, you were defeated.",0
"turki bought al-ahly and his fans with two words in the post, haha
 _ al-khatib _ kneels _ to _ turki",0
"zamalek, his mother is waking him up, telling him that it is 6 years old.",0
"even allegri beats us in order haha
milan difference with him 5 after a while
napoli is in the lead by 8
and our coach is still cheering you on, samir
hahahahahahaha
our team is literally a joke
our coach, our goalkeeper, and our owners are literally a mockery of the league...
inter does not deserve all the farce that he lives",0
"haha algae
-ahly _ league _ union",0
"wydad's facebook pages are full of envy and hatred for al-ahly players, and the topic is out of control, haha.. like the page of wydad's fans",0
"mustafa shalaby tells you that someone from al-ahly management sent him a message yesterday while he was in the office of counselor mortada mansour, telling him not to finish with zamalek and we will bring you in january
the player told mortada mansour to show him the message and then sign the zamalek contract",0
"by god, they deserve all the best, god willing, may god bless you. for two periods, al-ahly stopped
congratulations congratulations",0
may god protect her from the clothes of zamalek,0
"haha, what is this, but it ruins your house, ecuador. what is this defense?",0
